Postcode,Dwelling Type,FQ_Sales_Price,Median_Sales_Price,TQ_Sales_Price,Mean_Sales_Price,Sales_No,Qtly_Median_Change,Annual_Median_Change,Qtly_Count_Change,Annual_Count_Change,Year,Quarter
2121,Total,780,1193,2300,1538,128,20.45%,30.33%,-27.68%,-7.25%,2022,Q1
2121,Non Strata,2094,2400,2658,2399,56,1.91%,14.83%,-20.00%,16.67%,2022,Q1
2121,Strata,720,795,971,869,72,-0.62%,2.63%,-32.71%,-20.00%,2022,Q1
2122,Total,858,1330,2410,1668,105,-40.22%,40.52%,-12.50%,-12.50%,2022,Q1
2122,Non Strata,2250,2510,3000,2626,45,-4.34%,27.09%,-31.82%,0.00%,2022,Q1
2122,Strata,689,901,1078,949,60,-0.0022,0.109,0.1111,-0.2,2022,Q1
2125,Total,2100,2660,3100,2653,45,17.31%,30.87%,-22.41%,-39.19%,2022,Q1
2125,Non Strata,2144,2689,3213,2738,42,17.68%,31.17%,-26.32%,-42.47%,2022,Q1
2125,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2126,Total,1642,2030,2405,2043,41,-5.58%,8.79%,-31.67%,-21.15%,2022,Q1
2126,Non Strata,1711,2150,2440,2130,36,-2.27%,13.16%,-20.00%,-23.40%,2022,Q1
2126,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2127,Total,646,746,885,809,164,-1.81%,3.50%,-25.11%,10.81%,2022,Q1
2127,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2127,Strata,640,738,860,764,157,-1.60%,3.00%,-24.52%,15.44%,2022,Q1
2128,Total,-,-,-,-,-,-,-,-,-,2022,Q1
2128,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2128,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2130,Total,741,895,1689,1274,-,-15.73%,2.87%,-39.53%,-16.13%,2022,Q1
2130,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2130,Strata,705,848,1148,980,-,-13.39%,20.38%,-35.29%,22.22%,2022,Q1
2131,Total,688,813,1104,1085,82,3.04%,8.33%,-36.92%,-24.77%,2022,Q1
2131,Non Strata,1750,2030,2425,2078,-,-8.97%,19.41%,-40.00%,10.53%,2022,Q1
2131,Strata,650,768,830,743,61,3.72%,6.97%,-35.79%,-32.22%,2022,Q1
2132,Total,828,950,1845,1438,34,-45.61%,-32.14%,-34.62%,21.43%,2022,Q1
2132,Non Strata,1823,2013,2563,2304,-,-0.0918,0.1804,-0.6111,-0.0667,2022,Q1
2132,Strata,730,865,918,832,-,6.46%,12.34%,25.00%,53.85%,2022,Q1
2133,Total,631,1210,1936,1330,-,-27.00%,21.61%,-36.36%,-30.00%,2022,Q1
2133,Non Strata,1633,1883,2239,1833,-,-0.0559,0.1139,-0.4667,-0.1111,2022,Q1
2133,Strata,590,653,688,661,-,-0.76%,-3.33%,-14.29%,-45.45%,2022,Q1
2134,Total,820,920,1600,1824,53,-7.54%,4.49%,-45.36%,-28.38%,2022,Q1
2134,Non Strata,2580,3000,3625,4709,-,27.66%,19.52%,-45.83%,-13.33%,2022,Q1
2134,Strata,764,865,943,886,40,-5.46%,1.76%,-45.21%,-32.20%,2022,Q1
2135,Total,681,829,3648,2130,62,-27.28%,4.74%,-48.76%,-42.59%,2022,Q1
2135,Non Strata,3426,3825,4440,4087,-,12.92%,29.64%,-56.67%,-38.10%,2022,Q1
2135,Strata,650,705,786,717,36,-6.00%,0.36%,-40.98%,-45.45%,2022,Q1
2136,Total,689,1068,1815,1233,-,18.79%,49.57%,-33.33%,-23.53%,2022,Q1
2136,Non Strata,1629,1857,1975,1846,-,7.65%,3.17%,-36.84%,-7.69%,2022,Q1
2136,Strata,629,690,708,707,-,8.16%,11.21%,-30.00%,-33.33%,2022,Q1
2137,Total,1034,1550,2658,1847,102,-0.96%,15.67%,-28.67%,-15.00%,2022,Q1
2137,Non Strata,2600,2900,3200,2947,37,-4.92%,17.98%,-30.19%,-15.91%,2022,Q1
2137,Strata,820,1300,1500,1220,65,28.08%,22.93%,-27.78%,-14.47%,2022,Q1
2138,Total,800,930,1193,1136,92,-9.31%,-3.63%,-40.26%,-14.02%,2022,Q1
2138,Non Strata,2125,2350,2775,2483,-,-20.34%,-6.60%,-64.52%,-26.67%,2022,Q1
2138,Strata,790,915,1050,953,81,-7.11%,-1.51%,-34.15%,-11.96%,2022,Q1
2140,Total,598,652,700,791,101,0.31%,5.16%,-21.09%,-14.41%,2022,Q1
2140,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2140,Strata,595,647,690,642,94,-0.42%,4.73%,-25.40%,-16.81%,2022,Q1
2141,Total,672,860,1230,963,89,3.61%,7.50%,-46.06%,-62.45%,2022,Q1
2141,Non Strata,1150,1320,1571,1359,35,-6.22%,4.74%,-35.19%,-2.78%,2022,Q1
2141,Strata,581,695,830,707,54,-3.51%,-12.61%,-51.35%,-73.13%,2022,Q1
2142,Total,476,580,823,683,108,-8.66%,6.91%,-19.40%,0.00%,2022,Q1
2142,Non Strata,917,1008,1195,1069,31,-8.41%,20.51%,-34.04%,55.00%,2022,Q1
2142,Strata,458,510,618,527,77,-1.35%,0.49%,-11.49%,-12.50%,2022,Q1
2143,Total,582,1050,1285,998,-,1.69%,26.51%,-17.65%,12.00%,2022,Q1
2143,Non Strata,1105,1218,1374,1261,-,0.1273,0.1707,-0.3333,0.5,2022,Q1
2143,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2144,Total,518,650,914,746,91,-21.50%,0.00%,-27.78%,-19.47%,2022,Q1
2144,Non Strata,920,1093,1229,1092,-,-5.41%,4.05%,-40.00%,-16.67%,2022,Q1
2144,Strata,449,580,650,575,61,-5.88%,1.75%,-19.74%,-20.78%,2022,Q1
2145,Total,560,728,1160,876,312,-27.25%,4.68%,-36.84%,-12.85%,2022,Q1
2145,Non Strata,1080,1185,1379,1253,134,-1.76%,18.50%,-36.79%,-16.25%,2022,Q1
2145,Strata,521,580,650,591,178,-9.87%,1.27%,-36.88%,-10.10%,2022,Q1
2146,Total,617,979,1201,915,92,-9.81%,18.12%,-2.13%,26.03%,2022,Q1
2146,Non Strata,1092,1200,1300,1201,48,-1.66%,26.98%,-17.24%,20.00%,2022,Q1
2146,Strata,524,603,673,602,44,-0.036,0.0397,0.2222,0.3333,2022,Q1
2147,Total,900,1042,1275,1083,97,5.25%,24.05%,-35.76%,-17.09%,2022,Q1
2147,Non Strata,909,1050,1270,1095,88,2.44%,21.39%,-35.29%,-13.73%,2022,Q1
2147,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2148,Total,525,816,952,771,236,-2.34%,8.88%,-26.48%,-14.80%,2022,Q1
2148,Non Strata,867,948,1067,971,127,1.50%,14.84%,-38.65%,-28.65%,2022,Q1
2148,Strata,417,510,636,537,109,-5.56%,-0.97%,-4.39%,10.10%,2022,Q1
2150,Total,540,620,725,738,161,0.65%,5.98%,-10.06%,5.23%,2022,Q1
2150,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2150,Strata,535,605,690,692,153,2.54%,4.67%,-4.97%,6.99%,2022,Q1
2151,Total,571,827,1756,1123,58,-20.14%,-0.90%,-34.83%,-23.68%,2022,Q1
2151,Non Strata,1736,1818,2108,1889,-,2.60%,32.18%,-45.00%,-37.14%,2022,Q1
2151,Strata,528,590,768,656,36,-5.90%,-4.84%,-26.53%,-12.20%,2022,Q1
2152,Total,660,1208,1450,1081,36,23.20%,35.73%,-47.06%,-28.00%,2022,Q1
2152,Non Strata,1365,1450,1603,1483,-,-0.68%,13.28%,-40.00%,-18.18%,2022,Q1
2152,Strata,556,640,746,679,-,3.64%,6.67%,-52.63%,-35.71%,2022,Q1
2153,Total,1195,1556,1778,1488,163,-2.02%,23.98%,-35.32%,-24.88%,2022,Q1
2153,Non Strata,1590,1710,1854,1740,106,-0.93%,21.71%,-34.97%,-23.19%,2022,Q1
2153,Strata,800,956,1250,1019,57,-5.16%,6.22%,-35.96%,-27.85%,2022,Q1
2154,Total,1399,2030,2545,2056,123,12.40%,30.42%,-36.92%,-36.60%,2022,Q1
2154,Non Strata,1991,2205,2750,2429,90,0.23%,19.84%,-22.41%,-21.74%,2022,Q1
2154,Strata,898,969,1145,1038,33,2.96%,4.18%,-58.23%,-58.23%,2022,Q1
2155,Total,798,1507,1783,1372,260,-0.23%,25.23%,-32.64%,-34.67%,2022,Q1
2155,Non Strata,1479,1673,1866,1676,180,1.36%,25.28%,-34.07%,-37.72%,2022,Q1
2155,Strata,611,666,728,688,80,-5.67%,-4.72%,-29.20%,-26.61%,2022,Q1
2156,Total,2200,2835,3200,2786,31,5.00%,26.28%,-40.38%,-13.89%,2022,Q1
2156,Non Strata,2215,2849,3225,2834,-,3.58%,26.88%,-40.00%,-16.67%,2022,Q1
2156,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2157,Total,1750,2500,2850,2382,-,-13.79%,25.00%,-27.78%,-13.33%,2022,Q1
2157,Non Strata,1750,2500,2850,2382,-,-13.79%,25.00%,-27.78%,-13.33%,2022,Q1
2158,Total,1884,2173,2808,2393,-,-19.52%,23.70%,-52.63%,-53.85%,2022,Q1
2158,Non Strata,2075,2205,2860,2565,-,-23.97%,-8.51%,-51.52%,-46.67%,2022,Q1
2158,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2159,Total,-,-,-,-,-,-,-,-,-,2022,Q1
2159,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2160,Total,460,745,1080,816,129,-16.53%,1.32%,-16.23%,0.78%,2022,Q1
2160,Non Strata,957,1080,1323,1139,64,-0.02,0.1613,-0.3263,-0.0154,2022,Q1
2160,Strata,423,460,585,498,65,-4.41%,3.37%,10.17%,3.17%,2022,Q1
2161,Total,650,870,1000,833,97,-4.40%,7.87%,-6.73%,6.59%,2022,Q1
2161,Non Strata,864,943,1088,974,67,-5.20%,10.98%,-10.67%,-1.47%,2022,Q1
2161,Strata,421,475,640,521,-,3.26%,10.47%,3.45%,30.43%,2022,Q1
2162,Total,848,1100,1185,1005,52,11.79%,24.29%,-35.00%,-24.64%,2022,Q1
2162,Non Strata,1025,1120,1220,1131,41,1.82%,22.34%,-38.81%,-29.31%,2022,Q1
2162,Strata,490,540,570,536,-,-11.48%,10.20%,-15.38%,0.00%,2022,Q1
2163,Total,559,825,969,764,-,3.77%,26.92%,-41.94%,-33.33%,2022,Q1
2163,Non Strata,820,870,1017,919,-,-0.01%,6.10%,-27.78%,-13.33%,2022,Q1
2163,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2164,Total,920,1100,1320,1296,35,18.15%,32.13%,-44.44%,-30.00%,2022,Q1
2164,Non Strata,928,1101,1315,1316,32,11.16%,29.62%,-39.62%,-27.27%,2022,Q1
2164,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2165,Total,570,864,1050,835,118,-2.43%,14.37%,-4.84%,1.72%,2022,Q1
2165,Non Strata,864,965,1105,1003,79,1.58%,17.68%,-17.71%,2.60%,2022,Q1
2165,Strata,415,476,558,495,39,7.57%,0.21%,39.29%,0.00%,2022,Q1
2166,Total,439,793,1045,790,110,-11.94%,-3.35%,-29.94%,-18.52%,2022,Q1
2166,Non Strata,846,998,1178,1007,67,-2.16%,13.99%,-24.72%,-28.72%,2022,Q1
2166,Strata,401,426,460,452,43,-8.63%,-6.99%,-36.76%,4.88%,2022,Q1
2167,Total,695,810,1010,859,37,0.31%,5.47%,-11.90%,76.19%,2022,Q1
2167,Non Strata,879,1000,1068,1005,-,0.0811,0.2174,-0.12,0.5714,2022,Q1
2167,Strata,564,665,730,646,-,13.87%,13.68%,-11.76%,114.29%,2022,Q1
2168,Total,773,835,909,850,98,0.36%,18.44%,-26.87%,12.64%,2022,Q1
2168,Non Strata,780,835,914,858,95,-0.60%,16.46%,-24.00%,13.10%,2022,Q1
2168,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2170,Total,535,720,1000,788,395,-10.00%,2.86%,-21.78%,4.77%,2022,Q1
2170,Non Strata,898,999,1200,1046,199,-4.86%,15.36%,-27.37%,4.74%,2022,Q1
2170,Strata,458,533,595,526,196,2.40%,3.40%,-15.15%,4.81%,2022,Q1
2171,Total,969,1100,1275,1146,76,-0.45%,29.41%,-39.20%,-12.64%,2022,Q1
2171,Non Strata,969,1100,1275,1146,76,-0.72%,29.27%,-38.71%,-11.63%,2022,Q1
2172,Total,-,-,-,-,-,-,-,-,-,2022,Q1
2172,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2173,Total,1000,1055,1190,1110,-,0.055,0.256,-0.4651,-0.1786,2022,Q1
2173,Non Strata,1000,1055,1190,1110,-,3.94%,25.60%,-36.11%,-17.86%,2022,Q1
2174,Total,1017,1198,1294,1159,36,-0.21%,89.48%,9.09%,-72.09%,2022,Q1
2174,Non Strata,1137,1215,1315,1218,31,1.25%,50.00%,0.00%,-47.46%,2022,Q1
2174,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2175,Total,-,-,-,-,-,-,-,-,-,2022,Q1
2175,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2176,Total,1003,1140,1258,1137,87,0.0507,0.2809,-0.1471,0.2429,2022,Q1
2176,Non Strata,1044,1151,1301,1176,80,0.0293,0.2753,-0.1489,0.25,2022,Q1
2176,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2177,Total,855,990,1126,1003,31,4.22%,22.22%,-11.43%,-36.73%,2022,Q1
2177,Non Strata,913,1005,1190,1074,-,0.058,0.2279,-0.2059,-0.413,2022,Q1
2177,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2178,Total,-,-,-,-,-,-,-,-,-,2022,Q1
2178,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2179,Total,919,1165,4163,2300,44,0.0822,0.7388,-0.4359,-0.5368,2022,Q1
2179,Non Strata,919,1165,4163,2300,44,0.0807,0.7158,-0.4286,-0.5269,2022,Q1
2190,Total,1000,1200,1350,1182,53,3.45%,17.07%,-50.47%,-30.26%,2022,Q1
2190,Non Strata,1181,1301,1398,1286,42,4.04%,13.33%,-48.78%,-22.22%,2022,Q1
2190,Strata,663,750,868,785,-,0.1194,0.1538,-0.56,-0.5,2022,Q1
2191,Total,-,-,-,-,-,-,-,-,-,2022,Q1
2191,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2191,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2192,Total,533,660,1353,905,43,-0.156,0.1106,-0.2951,-0.3857,2022,Q1
2192,Non Strata,1362,1415,1745,1562,-,-0.0018,0.018,-0.5625,-0.3333,2022,Q1
2192,Strata,520,555,660,587,-,-0.89%,11.00%,0.00%,-40.82%,2022,Q1
2193,Total,649,795,1713,1199,40,-3.70%,-6.53%,-35.48%,-21.57%,2022,Q1
2193,Non Strata,1541,1760,2000,1835,-,0.0046,0.1355,-0.3333,-0.0526,2022,Q1
2193,Strata,613,650,750,679,-,-7.93%,-10.34%,-37.14%,-31.25%,2022,Q1
2194,Total,570,650,751,797,82,-0.76%,3.67%,-8.89%,-14.58%,2022,Q1
2194,Non Strata,1338,1450,1551,1541,-,-2.52%,-9.37%,-11.11%,14.29%,2022,Q1
2194,Strata,531,617,679,616,66,0.41%,1.99%,-8.33%,-19.51%,2022,Q1
2195,Total,368,437,800,605,65,4.17%,-2.89%,-24.42%,-15.58%,2022,Q1
2195,Non Strata,1022,1080,1180,1088,-,2.13%,9.09%,-15.00%,-32.00%,2022,Q1
2195,Strata,360,381,480,433,48,-3.18%,-1.04%,-27.27%,-7.69%,2022,Q1
2196,Total,524,966,1236,935,76,-12.62%,15.63%,-40.16%,-25.49%,2022,Q1
2196,Non Strata,1091,1213,1300,1222,46,-0.98%,18.92%,-48.31%,-6.12%,2022,Q1
2196,Strata,372,440,553,496,-,-19.41%,-15.38%,-21.05%,-43.40%,2022,Q1
2197,Total,870,1000,1165,991,-,-2.91%,11.11%,-19.35%,0.00%,2022,Q1
2197,Non Strata,936,1014,1173,1043,-,-6.16%,11.99%,-18.52%,4.76%,2022,Q1
2197,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2198,Total,1200,1285,1350,1223,-,6.20%,25.98%,-24.24%,-7.41%,2022,Q1
2198,Non Strata,1228,1298,1358,1289,-,3.84%,25.29%,-24.14%,-12.00%,2022,Q1
2198,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2199,Total,810,1071,1235,1031,53,5.00%,17.05%,-32.91%,-8.62%,2022,Q1
2199,Non Strata,1070,1199,1360,1205,37,10.25%,23.61%,-39.34%,-9.76%,2022,Q1
2199,Strata,483,625,796,627,-,6.84%,-1.57%,-11.11%,-5.88%,2022,Q1
2200,Total,500,607,1089,790,160,-5.09%,6.22%,-25.23%,-11.11%,2022,Q1
2200,Non Strata,1089,1258,1400,1265,54,1.41%,16.71%,-38.64%,-10.00%,2022,Q1
2200,Strata,489,520,604,548,106,-2.08%,2.71%,-15.87%,-11.67%,2022,Q1
2203,Total,776,903,1370,1103,84,-11.47%,8.01%,-3.45%,58.49%,2022,Q1
2203,Non Strata,1598,1785,2130,1892,-,-0.1978,-0.0192,-0.3939,0.1111,2022,Q1
2203,Strata,695,844,930,856,64,1.77%,8.90%,18.52%,82.86%,2022,Q1
2204,Total,784,1200,1928,1358,84,-28.36%,-9.09%,-35.88%,15.07%,2022,Q1
2204,Non Strata,1658,2000,2248,1965,39,0.0127,0.1527,-0.48,-0.0488,2022,Q1
2204,Strata,655,785,980,832,45,-7.65%,6.19%,-19.64%,40.63%,2022,Q1
2205,Total,690,753,872,1205,100,0.40%,5.99%,-18.03%,-35.90%,2022,Q1
2205,Non Strata,1438,1635,2235,3359,-,2.51%,15.96%,-30.77%,5.88%,2022,Q1
2205,Strata,674,735,779,732,82,3.45%,5.76%,-14.58%,-41.01%,2022,Q1
2206,Total,1000,1700,2060,1616,41,-5.56%,8.80%,-48.10%,-39.71%,2022,Q1
2206,Non Strata,1665,1870,2194,1906,-,-4.10%,13.26%,-51.61%,-44.44%,2022,Q1
2206,Strata,750,800,853,826,-,0.00%,0.31%,-35.29%,-21.43%,2022,Q1
2207,Total,886,1380,1736,1364,91,1.43%,51.48%,-28.91%,-5.21%,2022,Q1
2207,Non Strata,1426,1618,2029,1737,56,-9.33%,11.17%,-17.65%,27.27%,2022,Q1
2207,Strata,605,745,915,768,35,4.20%,0.37%,-41.67%,-32.69%,2022,Q1
2208,Total,1380,1591,1814,1649,31,-2.39%,0.38%,-24.39%,14.81%,2022,Q1
2208,Non Strata,1553,1683,1918,1768,-,1.69%,4.21%,-21.21%,8.33%,2022,Q1
2208,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2209,Total,990,1448,1618,2082,44,16.77%,27.52%,-8.33%,-24.14%,2022,Q1
2209,Non Strata,1377,1555,1700,2537,33,11.47%,16.22%,0.00%,-5.71%,2022,Q1
2209,Strata,620,695,838,719,-,5.30%,-4.14%,-26.67%,-52.17%,2022,Q1
2210,Total,724,1300,1625,1238,96,-4.24%,26.71%,-26.15%,-20.66%,2022,Q1
2210,Non Strata,1325,1560,1760,1592,57,4.35%,20.00%,-38.71%,-24.00%,2022,Q1
2210,Strata,565,640,830,720,39,-14.09%,-2.29%,5.41%,-15.22%,2022,Q1
2211,Total,1040,1350,1450,1262,63,3.45%,29.06%,-20.25%,-12.50%,2022,Q1
2211,Non Strata,1288,1393,1498,1409,46,5.65%,20.82%,-34.29%,-14.81%,2022,Q1
2211,Strata,795,850,915,865,-,-3.95%,14.09%,88.89%,-5.56%,2022,Q1
2212,Total,1123,1305,1418,1284,51,-1.51%,24.29%,-39.29%,-28.17%,2022,Q1
2212,Non Strata,1223,1312,1450,1351,45,-0.0281,0.2337,-0.3836,-0.1667,2022,Q1
2212,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2213,Total,1240,1350,1490,1384,81,0.00%,21.62%,-34.15%,-28.32%,2022,Q1
2213,Non Strata,1303,1400,1514,1461,66,2.56%,22.81%,-40.00%,-31.96%,2022,Q1
2213,Strata,928,1005,1215,1047,-,9.58%,19.79%,15.38%,-6.25%,2022,Q1
2214,Total,-,-,-,-,-,-,-,-,-,2022,Q1
2214,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2214,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2216,Total,640,723,1353,965,103,-2.30%,2.12%,-24.26%,-23.13%,2022,Q1
2216,Non Strata,1530,1610,1850,1714,-,-0.0473,0.1836,-0.25,0.0385,2022,Q1
2216,Strata,630,695,749,699,76,1.31%,3.96%,-24.00%,-29.63%,2022,Q1
2217,Total,613,735,914,976,154,-1.97%,-7.92%,-12.00%,-23.76%,2022,Q1
2217,Non Strata,1909,2417,2898,2366,-,0.2395,0.2232,-0.5102,-0.2727,2022,Q1
2217,Strata,600,707,800,719,130,4.67%,-7.04%,3.17%,-23.08%,2022,Q1
2218,Total,656,730,1009,876,42,-3.79%,0.34%,-36.36%,-36.36%,2022,Q1
2218,Non Strata,1254,1400,1478,1426,-,-25.13%,3.70%,-50.00%,-35.29%,2022,Q1
2218,Strata,637,675,743,682,31,-4.66%,-1.46%,-29.55%,-36.73%,2022,Q1
2219,Total,831,1133,2175,1604,46,6.89%,21.50%,-58.56%,-46.51%,2022,Q1
2219,Non Strata,2100,2306,2998,2647,-,-1.24%,30.58%,-52.63%,-40.00%,2022,Q1
2219,Strata,769,905,1052,933,-,7.74%,16.77%,-61.64%,-50.00%,2022,Q1
2220,Total,639,759,1918,1233,96,-13.28%,-10.28%,-37.66%,-40.37%,2022,Q1
2220,Non Strata,1953,2205,2706,2298,32,4.75%,30.24%,-37.25%,-23.81%,2022,Q1
2220,Strata,600,675,759,700,64,-3.93%,-6.90%,-37.86%,-46.22%,2022,Q1
2221,Total,725,1576,2300,1613,37,-17.49%,-1.50%,-58.43%,-50.00%,2022,Q1
2221,Non Strata,1950,2300,2655,2306,-,-4.66%,24.32%,-71.21%,-64.15%,2022,Q1
2221,Strata,660,725,1101,881,-,-16.67%,-18.72%,-21.74%,-14.29%,2022,Q1
2222,Total,551,620,1241,929,42,-14.84%,-1.59%,-46.84%,-17.65%,2022,Q1
2222,Non Strata,1525,1850,1926,1770,-,2.21%,51.02%,-52.00%,-20.00%,2022,Q1
2222,Strata,535,590,643,593,-,-4.75%,3.51%,-44.44%,-16.67%,2022,Q1
2223,Total,755,1260,2015,1449,59,2.86%,4.09%,-37.23%,-15.71%,2022,Q1
2223,Non Strata,1653,2030,2320,2085,-,6.84%,25.31%,-38.30%,-21.62%,2022,Q1
2223,Strata,681,755,979,835,-,-7.85%,3.78%,-36.17%,-9.09%,2022,Q1
2224,Total,1449,1750,2333,1941,42,-4.66%,9.38%,-51.16%,-28.81%,2022,Q1
2224,Non Strata,1750,2150,2610,2343,-,1.42%,30.70%,-61.90%,-42.86%,2022,Q1
2224,Strata,1036,1395,1531,1406,-,39.50%,16.25%,-21.74%,5.88%,2022,Q1
2225,Total,1551,1860,2188,1925,-,1.92%,26.96%,-44.00%,16.67%,2022,Q1
2225,Non Strata,1569,1965,2200,1968,-,6.94%,34.13%,-45.83%,8.33%,2022,Q1
2225,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2226,Total,844,1350,1642,1295,43,-13.21%,9.76%,-32.81%,-15.69%,2022,Q1
2226,Non Strata,1503,1628,1860,1685,-,-7.24%,19.27%,-51.06%,-30.30%,2022,Q1
2226,Strata,658,805,905,846,-,-10.06%,-2.13%,17.65%,11.11%,2022,Q1
2227,Total,908,1610,1875,1499,59,-3.74%,28.80%,-7.81%,-16.90%,2022,Q1
2227,Non Strata,1643,1798,2113,1888,36,-4.22%,7.96%,0.00%,0.00%,2022,Q1
2227,Strata,758,823,994,890,-,-4.27%,-6.45%,-17.86%,-34.29%,2022,Q1
2228,Total,755,1135,1608,1262,106,5.24%,24.73%,-32.91%,-23.74%,2022,Q1
2228,Non Strata,1613,1820,1995,1948,35,-3.70%,10.98%,-39.66%,-32.69%,2022,Q1
2228,Strata,715,825,1135,923,71,8.55%,4.43%,-29.00%,-18.39%,2022,Q1
2229,Total,906,1650,2100,1594,128,-0.0625,0.1224,-0.3876,-0.2426,2022,Q1
2229,Non Strata,1861,2110,2585,2255,59,-8.26%,13.99%,-46.36%,-25.32%,2022,Q1
2229,Strata,730,930,1235,1030,69,-4.12%,10.71%,-30.30%,-23.33%,2022,Q1
2230,Total,955,1230,2385,1893,189,-3.91%,-12.14%,-23.48%,-30.00%,2022,Q1
2230,Non Strata,2285,2700,3555,2933,41,-11.33%,13.09%,-37.88%,-39.71%,2022,Q1
2230,Strata,915,1068,1713,1605,148,3.14%,11.07%,-18.23%,-26.73%,2022,Q1
2231,Total,-,-,-,-,-,-,-,-,-,2022,Q1
2231,Non Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2232,Total,730,975,1475,1118,149,-7.58%,23.42%,-35.22%,-38.68%,2022,Q1
2232,Non Strata,1468,1608,1763,1632,54,-0.50%,19.07%,-44.90%,-36.47%,2022,Q1
2232,Strata,690,783,950,826,95,2.20%,15.93%,-28.03%,-39.87%,2022,Q1
2233,Total,894,1300,1490,1219,97,-3.70%,28.40%,-25.95%,-35.33%,2022,Q1
2233,Non Strata,1300,1415,1565,1427,65,0.18%,26.14%,-26.14%,-24.42%,2022,Q1
2233,Strata,704,755,891,795,32,-2.58%,-4.73%,-25.58%,-50.00%,2022,Q1
2234,Total,1220,1480,1715,1487,69,-7.79%,22.21%,-32.35%,-20.69%,2022,Q1
2234,Non Strata,1438,1610,1743,1662,51,-2.72%,25.78%,-39.29%,-26.09%,2022,Q1
2234,Strata,908,975,1156,992,-,-0.025,0.1073,0,0,2022,Q1
2250,Total,621,847,1020,883,278,-0.0041,0.225,-0.3725,-0.3269,2022,Q1
2250,Non Strata,878,970,1179,1079,166,0.00%,21.71%,-42.56%,-32.52%,2022,Q1
2250,Strata,500,591,650,591,112,-4.10%,12.57%,-27.27%,-32.93%,2022,Q1
2251,Total,1031,1250,1536,1398,130,-8.00%,16.88%,-21.69%,-22.62%,2022,Q1
2251,Non Strata,1082,1300,1630,1462,115,-7.14%,13.04%,-25.32%,-20.14%,2022,Q1
2251,Strata,730,850,1032,905,-,31.78%,24.63%,25.00%,-37.50%,2022,Q1
2256,Total,780,955,1300,1121,84,-2.55%,22.44%,-16.00%,-33.86%,2022,Q1
2256,Non Strata,971,1205,1643,1353,54,11.57%,36.93%,-28.95%,-40.66%,2022,Q1
2256,Strata,571,718,788,702,-,1.77%,17.82%,25.00%,-16.67%,2022,Q1
2257,Total,955,1150,1474,1262,134,-2.54%,29.21%,-16.25%,-42.98%,2022,Q1
2257,Non Strata,1050,1280,1550,1379,93,0.39%,19.07%,-25.00%,-38.41%,2022,Q1
2257,Strata,845,965,1150,996,41,22.15%,32.65%,13.89%,-51.19%,2022,Q1
2258,Total,800,1150,1515,1471,-,7.98%,32.18%,-45.16%,-32.00%,2022,Q1
2258,Non Strata,1050,1475,1850,1716,-,-10.12%,35.82%,-40.91%,-27.78%,2022,Q1
2258,Strata,-,-,-,-,-,-,-,-,-,2022,Q1
2259,Total,728,850,991,890,287,3.66%,30.37%,-21.80%,-19.15%,2022,Q1
2259,Non Strata,749,860,1000,906,272,3.61%,29.13%,-21.16%,-19.05%,2022,Q1
2259,Strata,525,580,668,588,-,2.42%,33.33%,-31.82%,-21.05%,2022,Q1
2260,Total,1363,1563,1858,1630,118,-1.20%,30.21%,-20.27%,-21.33%,2022,Q1
2260,Non Strata,1491,1654,1913,1750,84,-4.97%,24.65%,-22.22%,-20.75%,2022,Q1
2260,Strata,1100,1306,1574,1332,34,5.88%,49.37%,-15.00%,-22.73%,2022,Q1
